State,Description,Year,Value
Rhode Island,Real dollar statistics,2017,NA
Rhode Island,Real dollar statistics,2018,NA
Rhode Island,Real dollar statistics,2019,NA
Rhode Island,Real dollar statistics,2020,NA
Rhode Island,Real dollar statistics,2021,NA
Rhode Island,Real dollar statistics,2022,NA
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2017,58771.6
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2018,58740.1
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2019,59866.6
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2020,58155.2
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2021,60777.3
Rhode Island,Real GDP (millions of chained 2017 dollars) 1,2022,62190.9
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2016,52637.7
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2017,53507.5
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2018,54755.1
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2019,57037.3
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2020,60961.7
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2021,62903.2
Rhode Island,Real personal income (millions of constant (2017) dollars) 2,2022,57289.7
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2016,43110.2
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2017,43452.9
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2018,44646.7
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2019,45119.8
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2020,44465.9
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2021,48022
Rhode Island,Real PCE (millions of constant (2017) dollars) 3,2022,47549.5
Rhode Island,Current dollar statistics (millions of dollars),2016,NA
Rhode Island,Current dollar statistics (millions of dollars),2017,NA
Rhode Island,Current dollar statistics (millions of dollars),2018,NA
Rhode Island,Current dollar statistics (millions of dollars),2019,NA
Rhode Island,Current dollar statistics (millions of dollars),2020,NA
Rhode Island,Current dollar statistics (millions of dollars),2021,NA
Rhode Island,Current dollar statistics (millions of dollars),2022,NA
Rhode Island,Gross domestic product (GDP),2016,NA
Rhode Island,Gross domestic product (GDP),2017,58771.6
Rhode Island,Gross domestic product (GDP),2018,60064.9
Rhode Island,Gross domestic product (GDP),2019,62526.9
Rhode Island,Gross domestic product (GDP),2020,62054.2
Rhode Island,Gross domestic product (GDP),2021,67236.7
Rhode Island,Gross domestic product (GDP),2022,72771.4
Rhode Island,Personal income,2016,52514.5
Rhode Island,Personal income,2017,54704.3
Rhode Island,Personal income,2018,56918.9
Rhode Island,Personal income,2019,60313.6
Rhode Island,Personal income,2020,64756.6
Rhode Island,Personal income,2021,69837.3
Rhode Island,Personal income,2022,69514.2
Rhode Island,Disposable personal income,2016,46269.3
Rhode Island,Disposable personal income,2017,48355.1
Rhode Island,Disposable personal income,2018,50625.9
Rhode Island,Disposable personal income,2019,53517
Rhode Island,Disposable personal income,2020,57789.9
Rhode Island,Disposable personal income,2021,61341.2
Rhode Island,Disposable personal income,2022,59818.8
Rhode Island,Personal consumption expenditures,2016,43101.6
Rhode Island,Personal consumption expenditures,2017,44528.9
Rhode Island,Personal consumption expenditures,2018,46506.6
Rhode Island,Personal consumption expenditures,2019,47800.7
Rhode Island,Personal consumption expenditures,2020,47361.2
Rhode Island,Personal consumption expenditures,2021,53435
Rhode Island,Personal consumption expenditures,2022,57771.2
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Rhode Island,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Rhode Island,Real per capita personal income 4,2016,48637
Rhode Island,Real per capita personal income 4,2017,49320
Rhode Island,Real per capita personal income 4,2018,50153
Rhode Island,Real per capita personal income 4,2019,52112
Rhode Island,Real per capita personal income 4,2020,55605
Rhode Island,Real per capita personal income 4,2021,57342
Rhode Island,Real per capita personal income 4,2022,52380
Rhode Island,Real per capita PCE 5,2016,39834
Rhode Island,Real per capita PCE 5,2017,40052
Rhode Island,Real per capita PCE 5,2018,40895
Rhode Island,Real per capita PCE 5,2019,41223
Rhode Island,Real per capita PCE 5,2020,40558
Rhode Island,Real per capita PCE 5,2021,43776
Rhode Island,Real per capita PCE 5,2022,43474
Rhode Island,Per capita current dollar statistics,2016,NA
Rhode Island,Per capita current dollar statistics,2017,NA
Rhode Island,Per capita current dollar statistics,2018,NA
Rhode Island,Per capita current dollar statistics,2019,NA
Rhode Island,Per capita current dollar statistics,2020,NA
Rhode Island,Per capita current dollar statistics,2021,NA
Rhode Island,Per capita current dollar statistics,2022,NA
Rhode Island,Per capita personal income 6,2016,48523
Rhode Island,Per capita personal income 6,2017,50423
Rhode Island,Per capita personal income 6,2018,52135
Rhode Island,Per capita personal income 6,2019,55105
Rhode Island,Per capita personal income 6,2020,59066
Rhode Island,Per capita personal income 6,2021,63663
Rhode Island,Per capita personal income 6,2022,63557
Rhode Island,Per capita disposable personal income 7,2016,42753
Rhode Island,Per capita disposable personal income 7,2017,44570
Rhode Island,Per capita disposable personal income 7,2018,46371
Rhode Island,Per capita disposable personal income 7,2019,48895
Rhode Island,Per capita disposable personal income 7,2020,52711
Rhode Island,Per capita disposable personal income 7,2021,55918
Rhode Island,Per capita disposable personal income 7,2022,54692
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2016,39826
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2017,41044
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2018,42598
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2019,43673
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2020,43199
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2021,48711
Rhode Island,Per capita personal consumption expenditures (PCE) 8,2022,52820
Rhode Island,Price indexes,2016,NA
Rhode Island,Price indexes,2017,NA
Rhode Island,Price indexes,2018,NA
Rhode Island,Price indexes,2019,NA
Rhode Island,Price indexes,2020,NA
Rhode Island,Price indexes,2021,NA
Rhode Island,Price indexes,2022,NA
Rhode Island,Regional price parities (RPPs) 9,2016,101.725
Rhode Island,Regional price parities (RPPs) 9,2017,102.476
Rhode Island,Regional price parities (RPPs) 9,2018,102.076
Rhode Island,Regional price parities (RPPs) 9,2019,102.346
Rhode Island,Regional price parities (RPPs) 9,2020,101.793
Rhode Island,Regional price parities (RPPs) 9,2021,102.083
Rhode Island,Regional price parities (RPPs) 9,2022,104.7
Rhode Island,Implicit regional price deflator 10,2016,99.98
Rhode Island,Implicit regional price deflator 10,2017,102.476
Rhode Island,Implicit regional price deflator 10,2018,104.166
Rhode Island,Implicit regional price deflator 10,2019,105.942
Rhode Island,Implicit regional price deflator 10,2020,106.511
Rhode Island,Implicit regional price deflator 10,2021,111.272
Rhode Island,Implicit regional price deflator 10,2022,121.497
Rhode Island,Employment,2016,NA
Rhode Island,Employment,2017,NA
Rhode Island,Employment,2018,NA
Rhode Island,Employment,2019,NA
Rhode Island,Employment,2020,NA
Rhode Island,Employment,2021,NA
Rhode Island,Employment,2022,NA
Rhode Island,Total employment (number of jobs),2016,633419
Rhode Island,Total employment (number of jobs),2017,638851
Rhode Island,Total employment (number of jobs),2018,648727
Rhode Island,Total employment (number of jobs),2019,650995
Rhode Island,Total employment (number of jobs),2020,615668
Rhode Island,Total employment (number of jobs),2021,640257
Rhode Island,Total employment (number of jobs),2022,668802
South Carolina,Real dollar statistics,2016,NA
South Carolina,Real dollar statistics,2017,NA
South Carolina,Real dollar statistics,2018,NA
South Carolina,Real dollar statistics,2019,NA
South Carolina,Real dollar statistics,2020,NA
South Carolina,Real dollar statistics,2021,NA
South Carolina,Real dollar statistics,2022,NA
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2016,NA
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2017,224937.6
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2018,231663.3
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2019,237511.4
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2020,233712.3
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2021,244854
South Carolina,Real GDP (millions of chained 2017 dollars) 1,2022,250873.4
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2016,217880.7
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2017,227075.1
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2018,234088.9
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2019,247779.1
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2020,263888.7
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2021,269398.1
South Carolina,Real personal income (millions of constant (2017) dollars) 2,2022,261255.3
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2016,186532.3
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2017,192470.1
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2018,198269.7
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2019,205468.1
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2020,205774.9
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2021,218435.9
South Carolina,Real PCE (millions of constant (2017) dollars) 3,2022,224912.4
South Carolina,Current dollar statistics (millions of dollars),2016,NA
South Carolina,Current dollar statistics (millions of dollars),2017,NA
South Carolina,Current dollar statistics (millions of dollars),2018,NA
South Carolina,Current dollar statistics (millions of dollars),2019,NA
South Carolina,Current dollar statistics (millions of dollars),2020,NA
South Carolina,Current dollar statistics (millions of dollars),2021,NA
South Carolina,Current dollar statistics (millions of dollars),2022,NA
South Carolina,Gross domestic product (GDP),2016,NA
South Carolina,Gross domestic product (GDP),2017,224937.6
South Carolina,Gross domestic product (GDP),2018,236561.7
South Carolina,Gross domestic product (GDP),2019,248046.5
South Carolina,Gross domestic product (GDP),2020,249482.2
South Carolina,Gross domestic product (GDP),2021,271494.5
South Carolina,Gross domestic product (GDP),2022,297546.3
South Carolina,Personal income,2016,200027.4
South Carolina,Personal income,2017,210387.6
South Carolina,Personal income,2018,219942.1
South Carolina,Personal income,2019,234324
South Carolina,Personal income,2020,250288.3
South Carolina,Personal income,2021,274347.8
South Carolina,Personal income,2022,283245.8
South Carolina,Disposable personal income,2016,179244.4
South Carolina,Disposable personal income,2017,189000
South Carolina,Disposable personal income,2018,198319.8
South Carolina,Disposable personal income,2019,210138.8
South Carolina,Disposable personal income,2020,225754.9
South Carolina,Disposable personal income,2021,244758.9
South Carolina,Disposable personal income,2022,248592.2
South Carolina,Personal consumption expenditures,2016,171615.5
South Carolina,Personal consumption expenditures,2017,178743.4
South Carolina,Personal consumption expenditures,2018,186670.7
South Carolina,Personal consumption expenditures,2019,194674
South Carolina,Personal consumption expenditures,2020,195695.6
South Carolina,Personal consumption expenditures,2021,222946.9
South Carolina,Personal consumption expenditures,2022,244163.4
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2016,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2017,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2018,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2019,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2020,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2021,NA
South Carolina,Real per capita dollar statistics (constant 2017 dollars),2022,NA
South Carolina,Real per capita personal income 4,2016,44368
South Carolina,Real per capita personal income 4,2017,45728
South Carolina,Real per capita personal income 4,2018,46621
South Carolina,Real per capita personal income 4,2019,48799
South Carolina,Real per capita personal income 4,2020,51422
South Carolina,Real per capita personal income 4,2021,51875
South Carolina,Real per capita personal income 4,2022,49456
South Carolina,Real per capita PCE 5,2016,37984
South Carolina,Real per capita PCE 5,2017,38759
South Carolina,Real per capita PCE 5,2018,39488
South Carolina,Real per capita PCE 5,2019,40466
South Carolina,Real per capita PCE 5,2020,40098
South Carolina,Real per capita PCE 5,2021,42061
South Carolina,Real per capita PCE 5,2022,42576
South Carolina,Per capita current dollar statistics,2016,NA
South Carolina,Per capita current dollar statistics,2017,NA
South Carolina,Per capita current dollar statistics,2018,NA
South Carolina,Per capita current dollar statistics,2019,NA
South Carolina,Per capita current dollar statistics,2020,NA
South Carolina,Per capita current dollar statistics,2021,NA
South Carolina,Per capita current dollar statistics,2022,NA
South Carolina,Per capita personal income 6,2016,40732
South Carolina,Per capita personal income 6,2017,42368
South Carolina,Per capita personal income 6,2018,43804
South Carolina,Per capita personal income 6,2019,46149
South Carolina,Per capita personal income 6,2020,48772
South Carolina,Per capita personal income 6,2021,52828
South Carolina,Per capita personal income 6,2022,53618
South Carolina,Per capita disposable personal income 7,2016,36500
South Carolina,Per capita disposable personal income 7,2017,38061
South Carolina,Per capita disposable personal income 7,2018,39498
South Carolina,Per capita disposable personal income 7,2019,41386
South Carolina,Per capita disposable personal income 7,2020,43991
South Carolina,Per capita disposable personal income 7,2021,47130
South Carolina,Per capita disposable personal income 7,2022,47058
South Carolina,Per capita personal consumption expenditures (PCE) 8,2016,34947
South Carolina,Per capita personal consumption expenditures (PCE) 8,2017,35995
South Carolina,Per capita personal consumption expenditures (PCE) 8,2018,37178
South Carolina,Per capita personal consumption expenditures (PCE) 8,2019,38340
South Carolina,Per capita personal consumption expenditures (PCE) 8,2020,38134
South Carolina,Per capita personal consumption expenditures (PCE) 8,2021,42930
South Carolina,Per capita personal consumption expenditures (PCE) 8,2022,46220
South Carolina,Price indexes,2016,NA
South Carolina,Price indexes,2017,NA
South Carolina,Price indexes,2018,NA
South Carolina,Price indexes,2019,NA
South Carolina,Price indexes,2020,NA
South Carolina,Price indexes,2021,NA
South Carolina,Price indexes,2022,NA
South Carolina,Regional price parities (RPPs) 9,2016,93.609
South Carolina,Regional price parities (RPPs) 9,2017,92.868
South Carolina,Regional price parities (RPPs) 9,2018,92.261
South Carolina,Regional price parities (RPPs) 9,2019,91.531
South Carolina,Regional price parities (RPPs) 9,2020,90.889
South Carolina,Regional price parities (RPPs) 9,2021,93.637
South Carolina,Regional price parities (RPPs) 9,2022,93.551
South Carolina,Implicit regional price deflator 10,2016,92.003
South Carolina,Implicit regional price deflator 10,2017,92.868
South Carolina,Implicit regional price deflator 10,2018,94.15
South Carolina,Implicit regional price deflator 10,2019,94.747
South Carolina,Implicit regional price deflator 10,2020,95.102
South Carolina,Implicit regional price deflator 10,2021,102.065
South Carolina,Implicit regional price deflator 10,2022,108.559
South Carolina,Employment,2016,NA
South Carolina,Employment,2017,NA
South Carolina,Employment,2018,NA
South Carolina,Employment,2019,NA
South Carolina,Employment,2020,NA
South Carolina,Employment,2021,NA
South Carolina,Employment,2022,NA
South Carolina,Total employment (number of jobs),2016,2700187
South Carolina,Total employment (number of jobs),2017,2759183
South Carolina,Total employment (number of jobs),2018,2843694
South Carolina,Total employment (number of jobs),2019,2882364
South Carolina,Total employment (number of jobs),2020,2825233
South Carolina,Total employment (number of jobs),2021,2938337
South Carolina,Total employment (number of jobs),2022,3067127
South Dakota,Real dollar statistics,2016,NA
South Dakota,Real dollar statistics,2017,NA
South Dakota,Real dollar statistics,2018,NA
South Dakota,Real dollar statistics,2019,NA
South Dakota,Real dollar statistics,2020,NA
South Dakota,Real dollar statistics,2021,NA
South Dakota,Real dollar statistics,2022,NA
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2016,NA
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2017,51615.1
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2018,51937.8
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2019,52360.1
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2020,52692.1
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2021,55140.4
South Dakota,Real GDP (millions of chained 2017 dollars) 1,2022,54959.3
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2016,48483
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2017,49372.8
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2018,48578.4
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2019,50606.3
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2020,55354.7
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2021,59849.6
South Dakota,Real personal income (millions of constant (2017) dollars) 2,2022,60827.9
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2016,37638.2
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2017,38660.8
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2018,37944.2
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2019,38372.3
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2020,38326.7
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2021,41937.9
South Dakota,Real PCE (millions of constant (2017) dollars) 3,2022,43659.1
South Dakota,Current dollar statistics (millions of dollars),2016,NA
South Dakota,Current dollar statistics (millions of dollars),2017,NA
South Dakota,Current dollar statistics (millions of dollars),2018,NA
South Dakota,Current dollar statistics (millions of dollars),2019,NA
South Dakota,Current dollar statistics (millions of dollars),2020,NA
South Dakota,Current dollar statistics (millions of dollars),2021,NA
South Dakota,Current dollar statistics (millions of dollars),2022,NA
South Dakota,Gross domestic product (GDP),2016,NA
South Dakota,Gross domestic product (GDP),2017,51615.1
South Dakota,Gross domestic product (GDP),2018,53349.5
South Dakota,Gross domestic product (GDP),2019,55007.4
South Dakota,Gross domestic product (GDP),2020,56162.9
South Dakota,Gross domestic product (GDP),2021,62607.1
South Dakota,Gross domestic product (GDP),2022,68781.7
South Dakota,Personal income,2016,41551.5
South Dakota,Personal income,2017,42989.3
South Dakota,Personal income,2018,45144
South Dakota,Personal income,2019,48031.4
South Dakota,Personal income,2020,52793.3
South Dakota,Personal income,2021,58627.9
South Dakota,Personal income,2022,62028.3
South Dakota,Disposable personal income,2016,37742.2
South Dakota,Disposable personal income,2017,39331.7
South Dakota,Disposable personal income,2018,41600
South Dakota,Disposable personal income,2019,44320.5
South Dakota,Disposable personal income,2020,48651.2
South Dakota,Disposable personal income,2021,53531
South Dakota,Disposable personal income,2022,56082.3
South Dakota,Personal consumption expenditures,2016,32326.4
South Dakota,Personal consumption expenditures,2017,33741.1
South Dakota,Personal consumption expenditures,2018,35334.2
South Dakota,Personal consumption expenditures,2019,36488
South Dakota,Personal consumption expenditures,2020,36651.8
South Dakota,Personal consumption expenditures,2021,41173.7
South Dakota,Personal consumption expenditures,2022,44579
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2016,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2017,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2018,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2019,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2020,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2021,NA
South Dakota,Real per capita dollar statistics (constant 2017 dollars),2022,NA
South Dakota,Real per capita personal income 4,2016,56333
South Dakota,Real per capita personal income 4,2017,56740
South Dakota,Real per capita personal income 4,2018,55499
South Dakota,Real per capita personal income 4,2019,57344
South Dakota,Real per capita personal income 4,2020,62351
South Dakota,Real per capita personal income 4,2021,66784
South Dakota,Real per capita personal income 4,2022,66857
South Dakota,Real per capita PCE 5,2016,43732
South Dakota,Real per capita PCE 5,2017,44429
South Dakota,Real per capita PCE 5,2018,43350
South Dakota,Real per capita PCE 5,2019,43481
South Dakota,Real per capita PCE 5,2020,43171
South Dakota,Real per capita PCE 5,2021,46797
South Dakota,Real per capita PCE 5,2022,47986
South Dakota,Per capita current dollar statistics,2016,NA
South Dakota,Per capita current dollar statistics,2017,NA
South Dakota,Per capita current dollar statistics,2018,NA
South Dakota,Per capita current dollar statistics,2019,NA
South Dakota,Per capita current dollar statistics,2020,NA
South Dakota,Per capita current dollar statistics,2021,NA
South Dakota,Per capita current dollar statistics,2022,NA
South Dakota,Per capita personal income 6,2016,48279
South Dakota,Per capita personal income 6,2017,49404
South Dakota,Per capita personal income 6,2018,51575
South Dakota,Per capita personal income 6,2019,54426
South Dakota,Per capita personal income 6,2020,59465
South Dakota,Per capita personal income 6,2021,65421
South Dakota,Per capita personal income 6,2022,68176
South Dakota,Per capita disposable personal income 7,2016,43853
South Dakota,Per capita disposable personal income 7,2017,45200
South Dakota,Per capita disposable personal income 7,2018,47527
South Dakota,Per capita disposable personal income 7,2019,50221
South Dakota,Per capita disposable personal income 7,2020,54800
South Dakota,Per capita disposable personal income 7,2021,59734
South Dakota,Per capita disposable personal income 7,2022,61641
South Dakota,Per capita personal consumption expenditures (PCE) 8,2016,37560
South Dakota,Per capita personal consumption expenditures (PCE) 8,2017,38776
South Dakota,Per capita personal consumption expenditures (PCE) 8,2018,40368
South Dakota,Per capita personal consumption expenditures (PCE) 8,2019,41346
South Dakota,Per capita personal consumption expenditures (PCE) 8,2020,41284
South Dakota,Per capita personal consumption expenditures (PCE) 8,2021,45944
South Dakota,Per capita personal consumption expenditures (PCE) 8,2022,48997
South Dakota,Price indexes,2016,NA
South Dakota,Price indexes,2017,NA
South Dakota,Price indexes,2018,NA
South Dakota,Price indexes,2019,NA
South Dakota,Price indexes,2020,NA
South Dakota,Price indexes,2021,NA
South Dakota,Price indexes,2022,NA
South Dakota,Regional price parities (RPPs) 9,2016,87.387
South Dakota,Regional price parities (RPPs) 9,2017,87.275
South Dakota,Regional price parities (RPPs) 9,2018,91.253
South Dakota,Regional price parities (RPPs) 9,2019,91.862
South Dakota,Regional price parities (RPPs) 9,2020,91.394
South Dakota,Regional price parities (RPPs) 9,2021,90.07
South Dakota,Regional price parities (RPPs) 9,2022,87.991
South Dakota,Implicit regional price deflator 10,2016,85.887
South Dakota,Implicit regional price deflator 10,2017,87.275
South Dakota,Implicit regional price deflator 10,2018,93.121
South Dakota,Implicit regional price deflator 10,2019,95.089
South Dakota,Implicit regional price deflator 10,2020,95.63
South Dakota,Implicit regional price deflator 10,2021,98.178
South Dakota,Implicit regional price deflator 10,2022,102.107
South Dakota,Employment,2016,NA
South Dakota,Employment,2017,NA
South Dakota,Employment,2018,NA
South Dakota,Employment,2019,NA
South Dakota,Employment,2020,NA
South Dakota,Employment,2021,NA
South Dakota,Employment,2022,NA
South Dakota,Total employment (number of jobs),2016,597263
South Dakota,Total employment (number of jobs),2017,601254
South Dakota,Total employment (number of jobs),2018,610179
South Dakota,Total employment (number of jobs),2019,610325
South Dakota,Total employment (number of jobs),2020,606246
South Dakota,Total employment (number of jobs),2021,625510
South Dakota,Total employment (number of jobs),2022,647960
Tennessee,Real dollar statistics,2016,NA
Tennessee,Real dollar statistics,2017,NA
Tennessee,Real dollar statistics,2018,NA
Tennessee,Real dollar statistics,2019,NA
Tennessee,Real dollar statistics,2020,NA
Tennessee,Real dollar statistics,2021,NA
Tennessee,Real dollar statistics,2022,NA
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2017,355417.5
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2018,362363.7
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2019,370088.3
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2020,366555.2
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2021,396576.2
Tennessee,Real GDP (millions of chained 2017 dollars) 1,2022,412101.3
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2016,311535.3
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2017,322332.7
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2018,346277.2
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2019,355755.6
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2020,380538.5
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2021,402903.9
Tennessee,Real personal income (millions of constant (2017) dollars) 2,2022,386369.9
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2016,248302
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2017,257850.1
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2018,273540.4
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2019,276033.2
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2020,275903
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2021,301599.3
Tennessee,Real PCE (millions of constant (2017) dollars) 3,2022,306353.8
Tennessee,Current dollar statistics (millions of dollars),2016,NA
Tennessee,Current dollar statistics (millions of dollars),2017,NA
Tennessee,Current dollar statistics (millions of dollars),2018,NA
Tennessee,Current dollar statistics (millions of dollars),2019,NA
Tennessee,Current dollar statistics (millions of dollars),2020,NA
Tennessee,Current dollar statistics (millions of dollars),2021,NA
Tennessee,Current dollar statistics (millions of dollars),2022,NA
Tennessee,Gross domestic product (GDP),2016,NA
Tennessee,Gross domestic product (GDP),2017,355417.5
Tennessee,Gross domestic product (GDP),2018,369713.2
Tennessee,Gross domestic product (GDP),2019,385819.5
Tennessee,Gross domestic product (GDP),2020,390172.6
Tennessee,Gross domestic product (GDP),2021,438180
Tennessee,Gross domestic product (GDP),2022,485657.5
Tennessee,Personal income,2016,286532.3
Tennessee,Personal income,2017,299307.7
Tennessee,Personal income,2018,316176.5
Tennessee,Personal income,2019,335496.9
Tennessee,Personal income,2020,359633.6
Tennessee,Personal income,2021,396986.1
Tennessee,Personal income,2022,411035.1
Tennessee,Disposable personal income,2016,260756.7
Tennessee,Disposable personal income,2017,273678.9
Tennessee,Disposable personal income,2018,290812
Tennessee,Disposable personal income,2019,308574.5
Tennessee,Disposable personal income,2020,331362
Tennessee,Disposable personal income,2021,362441.2
Tennessee,Disposable personal income,2022,370352.5
Tennessee,Personal consumption expenditures,2016,228864.4
Tennessee,Personal consumption expenditures,2017,239992.1
Tennessee,Personal consumption expenditures,2018,250276.2
Tennessee,Personal consumption expenditures,2019,260801.1
Tennessee,Personal consumption expenditures,2020,261449
Tennessee,Personal consumption expenditures,2021,297834.4
Tennessee,Personal consumption expenditures,2022,326338
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Tennessee,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Tennessee,Real per capita personal income 4,2016,46690
Tennessee,Real per capita personal income 4,2017,47828
Tennessee,Real per capita personal income 4,2018,50874
Tennessee,Real per capita personal income 4,2019,51841
Tennessee,Real per capita personal income 4,2020,54946
Tennessee,Real per capita personal income 4,2021,57819
Tennessee,Real per capita personal income 4,2022,54794
Tennessee,Real per capita PCE 5,2016,37214
Tennessee,Real per capita PCE 5,2017,38260
Tennessee,Real per capita PCE 5,2018,40188
Tennessee,Real per capita PCE 5,2019,40224
Tennessee,Real per capita PCE 5,2020,39838
Tennessee,Real per capita PCE 5,2021,43281
Tennessee,Real per capita PCE 5,2022,43446
Tennessee,Per capita current dollar statistics,2016,NA
Tennessee,Per capita current dollar statistics,2017,NA
Tennessee,Per capita current dollar statistics,2018,NA
Tennessee,Per capita current dollar statistics,2019,NA
Tennessee,Per capita current dollar statistics,2020,NA
Tennessee,Per capita current dollar statistics,2021,NA
Tennessee,Per capita current dollar statistics,2022,NA
